rarity,unique_name,base_type,class
Unique,光彩夺目,永恒珠宝,Unique Item
Unique,好战的信仰,永恒珠宝,Unique Item
Unique,残酷的约束,永恒珠宝,Unique Item
Unique,优雅的狂妄,永恒珠宝,Unique Item
Unique,致命的骄傲,永恒珠宝,Unique Item
Unique,天神之音,大型星团珠宝,Unique Item
Unique,妄想症,中型星团珠宝,Unique Item
Unique,徒手空拳,小型星团珠宝,Unique Item
Unique,奇塔弗的指教,小型星团珠宝,Unique Item
Unique,审讯,小型星团珠宝,Unique Item
Unique,灾祸异象,小型星团珠宝,Unique Item
Unique,自然之喜,小型星团珠宝,Unique Item
Unique,围攻,小型星团珠宝,Unique Item
Unique,前线,小型星团珠宝,Unique Item
Unique,禁闭祭坛,致命岩滩,Unique Item
Unique,多里亚尼的迷城,冥神之域,Unique Item
Unique,混沌之渊,滨海山丘,Unique Item
Unique,魔诅之域,晨曦墓地,Unique Item
Unique,欧霸的咒怨宝库,滨海幽穴,Unique Item
Unique,阿尔伦神柱,暮色沙丘,Unique Item
Unique,阿尔伦神柱【仿品】,暮色沙丘,Unique Item
Unique,远古之印,古石陵墓,Unique Item
Unique,塞尔.布雷德狼穴,地底之河,Unique Item
Unique,阿兹里的秘宝库,瓦尔金字塔,Unique Item
Unique,维克塔广场,奇术之庭,Unique Item
Unique,贼窝,暮光海滩,Unique Item
Unique,暮光古庙,月影神殿,Unique Item
Unique,沉沦之间,夺魂之殿,Unique Item
Unique,沉沦之间【仿品】,夺魂之殿,Unique Item
Unique,幽秘博物馆,古博物馆,Unique Item
Unique,脑层,幻境地图,Unique Item
Unique,改变的遥远回忆,幻境地图,Unique Item
Unique,增强的遥远回忆,幻境地图,Unique Item
Unique,扭曲的遥远回忆,幻境地图,Unique Item
Unique,重著的遥远回忆,幻境地图,Unique Item
Unique,脑层【仿品】,幻境地图,Unique Item
Unique,懦者的试验,咒怨陵墓,Unique Item
Unique,元帅殿堂,月色回廊,Unique Item
Unique,轮回的梦魇,密草神殿,Unique Item
Unique,亡者之财,魔影墓场,Unique Item
Unique,降临之地,先驱者地图,Unique Item
Unique,灌注的降临之地,先驱者地图,Unique Item
Unique,美艳,瓦尔之相,Unique Item
Unique,求知,瓦尔之相,Unique Item
Unique,雄心,瓦尔之相,Unique Item
Unique,合作,瓦尔之相,Unique Item
Unique,同化奇珍,始源碎片,Unique Item
Unique,噬灭奇珍,始源碎片,Unique Item
Unique,潜力奇珍,始源碎片,Unique Item
Unique,枯败奇珍,始源碎片,Unique Item
Unique,契约：牢不可破,预防契约,Unique Item
Unique,契约：荣誉之心,家族契约,Unique Item
Unique,契约：贩奴之王,义警契约,Unique Item
Unique,契约：达诺的覆灭,海军契约,Unique Item
Unique,契约：罪恶双生,复仇契约,Unique Item
Unique,神圣之刻,香炉遗物,Unique Item
Unique,纯净之血,香炉遗物,Unique Item
Unique,镀金圣杯,圣歌遗物,Unique Item
Unique,苦刑之链,圣歌遗物,Unique Item
Unique,第二圣誓,烛台遗物,Unique Item
Unique,黑夜明灯,壶瓮遗物,Unique Item
Unique,初始荣冠,匣柜遗物,Unique Item
Unique,残破香炉,典籍遗物,Unique Item
Unique,力量与誓言,典籍遗物,Unique Item
Unique,原初经书,纸草遗物,Unique Item
Unique,四季之侵,虹彩酊剂,Unique Item
Unique,威血之怒,铁木酊剂,Unique Item
Unique,野火韧皮,烬皮酊剂,Unique Item
Unique,内心之争,橡枝酊剂,Unique Item
Unique,夺命龙葵,孢花酊剂,Unique Item
